Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating,Month
A,Mandalay,Member,Male,Food and beverages,37.34,4,156.828,2019-10-01,08:06,Credit card,149.36,7.468,7.4,10
B,Mandalay,Normal,Female,Health and beauty,62.14,5,326.235,2019-10-15,11:09,Credit card,310.7,15.535,6.5,10
A,Yangon,Normal,Male,Health and beauty,57.03,8,479.052,2019-08-10,23:59,Ewallet,456.24,22.812,9.8,08
B,Yangon,Normal,Female,Food and beverages,35.69,5,187.3725,2019-09-23,18:57,Credit card,178.45,8.9225,8.3,09
A,Mandalay,Member,Female,Fashion accessories,98.47,8,827.148,2019-02-03,15:01,Credit card,787.76,39.388,5.1,02
C,Yangon,Member,Female,Health and beauty,61.87,8,519.708,2019-05-19,11:28,Cash,494.96,24.748,9.7,05
A,Yangon,Member,Female,Health and beauty,49.27,3,155.2005,2019-08-18,16:08,Credit card,147.81,7.3905,9.9,08
C,Yangon,Normal,Male,Electronic accessories,17.64,6,111.132,2019-01-30,22:07,Cash,105.84,5.292,7.0,01
C,Yangon,Member,Female,Electronic accessories,86.4,2,181.44,2019-08-20,16:09,Cash,172.8,8.64,6.1,08
C,Mandalay,Normal,Male,Health and beauty,82.92,7,609.462,2019-11-27,08:06,Ewallet,580.44,29.022,4.3,11
A,Yangon,Member,Male,Fashion accessories,53.15,5,279.0375,2019-04-16,05:21,Ewallet,265.75,13.2875,5.6,04
B,Mandalay,Member,Female,Sports and travel,78.06,6,491.778,2019-01-07,09:03,Cash,468.36,23.418,5.5,01
C,Naypyitaw,Member,Female,Fashion accessories,36.63,2,76.923,2019-05-22,04:33,Cash,73.26,3.663,8.6,05
B,Yangon,Normal,Male,Health and beauty,92.27,9,871.9515,2019-02-18,08:35,Ewallet,830.43,41.5215,7.6,02
B,Yangon,Normal,Male,Fashion accessories,53.97,4,226.674,2019-01-30,12:54,Ewallet,215.88,10.794,6.1,01
B,Naypyitaw,Member,Male,Sports and travel,13.21,4,55.482,2019-08-28,15:42,Cash,52.84,2.642,4.6,08
A,Mandalay,Normal,Female,Electronic accessories,29.88,9,282.366,2019-05-01,15:22,Ewallet,268.92,13.446,4.7,05
A,Mandalay,Member,Female,Health and beauty,37.84,9,357.588,2019-10-15,17:32,Cash,340.56,17.028,7.9,10
B,Yangon,Normal,Male,Fashion accessories,89.29,6,562.527,2019-04-15,20:49,Credit card,535.74,26.787,4.9,04
B,Naypyitaw,Normal,Male,Food and beverages,87.72,5,460.53,2019-10-10,15:45,Credit card,438.6,21.93,8.1,10
C,Mandalay,Normal,Female,Electronic accessories,63.9,1,67.095,2019-03-16,14:24,Credit card,63.9,3.195,5.6,03
A,Naypyitaw,Normal,Female,Food and beverages,82.54,1,86.667,2019-08-23,23:48,Cash,82.54,4.127,7.9,08
C,Yangon,Member,Male,Health and beauty,26.5,6,166.95,2019-04-02,09:53,Ewallet,159.0,7.95,9.4,04
C,Naypyitaw,Member,Male,Sports and travel,31.87,1,33.4635,2019-02-22,15:25,Credit card,31.87,1.5935,4.0,02
C,Yangon,Normal,Female,Electronic accessories,64.76,2,135.996,2019-11-17,02:13,Ewallet,129.52,6.476,4.5,11
B,Mandalay,Normal,Female,Electronic accessories,90.96,1,95.508,2019-05-07,15:30,Ewallet,90.96,4.548,9.8,05
B,Yangon,Member,Female,Fashion accessories,47.04,2,98.784,2019-12-18,12:34,Credit card,94.08,4.704,9.3,12
A,Naypyitaw,Normal,Female,Fashion accessories,50.98,5,267.645,2019-06-08,01:02,Ewallet,254.9,12.745,8.2,06
A,Yangon,Member,Male,Electronic accessories,70.0,4,294.0,2019-12-11,19:49,Cash,280.0,14.0,7.1,12
A,Naypyitaw,Member,Male,Sports and travel,83.84,5,440.16,2019-08-01,00:08,Cash,419.2,20.96,9.5,08
C,Yangon,Member,Female,Food and beverages,83.19,6,524.097,2019-12-22,13:36,Ewallet,499.14,24.957,7.5,12
C,Yangon,Member,Male,Electronic accessories,91.01,9,860.0445,2019-08-07,09:54,Ewallet,819.09,40.9545,4.4,08
B,Naypyitaw,Normal,Female,Health and beauty,48.43,9,457.6635,2019-04-28,04:20,Cash,435.87,21.7935,4.2,04
B,Naypyitaw,Normal,Female,Electronic accessories,45.62,1,47.901,2019-12-03,03:37,Credit card,45.62,2.281,9.3,12
B,Mandalay,Member,Female,Home and lifestyle,58.17,7,427.5495,2019-08-31,01:43,Ewallet,407.19,20.3595,4.3,08
A,Naypyitaw,Normal,Female,Electronic accessories,19.14,1,20.097,2019-02-27,01:47,Ewallet,19.14,0.957,5.1,02
C,Yangon,Member,Male,Electronic accessories,69.42,10,728.91,2019-03-20,22:31,Cash,694.2,34.71,9.1,03
C,Mandalay,Member,Female,Sports and travel,49.93,7,366.9855,2019-07-04,07:58,Cash,349.51,17.4755,6.1,07
A,Mandalay,Normal,Female,Food and beverages,18.24,10,191.52,2019-06-19,11:01,Ewallet,182.4,9.12,4.4,06
A,Mandalay,Normal,Male,Fashion accessories,35.72,5,187.53,2019-07-29,15:35,Cash,178.6,8.93,6.2,07
B,Mandalay,Normal,Female,Health and beauty,66.07,7,485.6145,2019-12-23,13:37,Ewallet,462.49,23.1245,5.6,12
C,Yangon,Member,Female,Home and lifestyle,86.69,3,273.0735,2019-12-28,07:28,Ewallet,260.07,13.0035,7.1,12
A,Naypyitaw,Member,Male,Electronic accessories,41.9,4,175.98,2019-09-01,00:45,Cash,167.6,8.38,6.3,09
C,Mandalay,Normal,Female,Health and beauty,19.85,7,145.8975,2019-04-12,20:32,Cash,138.95,6.9475,9.9,04
A,Mandalay,Member,Female,Fashion accessories,73.34,6,462.042,2019-08-16,14:22,Cash,440.04,22.002,9.8,08
B,Yangon,Member,Female,Health and beauty,14.21,3,44.7615,2019-11-06,04:06,Credit card,42.63,2.1315,4.1,11
A,Naypyitaw,Normal,Female,Sports and travel,53.34,7,392.049,2019-05-06,12:24,Credit card,373.38,18.669,8.7,05
C,Mandalay,Member,Female,Sports and travel,76.35,10,801.675,2019-09-15,10:49,Cash,763.5,38.175,7.3,09
A,Mandalay,Member,Female,Sports and travel,13.18,4,55.356,2019-09-08,19:48,Ewallet,52.72,2.636,6.7,09
C,Mandalay,Normal,Female,Home and lifestyle,64.08,10,672.84,2019-07-29,18:34,Cash,640.8,32.04,6.7,07
A,Naypyitaw,Member,Female,Sports and travel,75.73,3,238.5495,2019-10-01,13:45,Cash,227.19,11.3595,9.5,10
B,Mandalay,Member,Female,Home and lifestyle,51.15,3,161.1225,2019-04-16,23:54,Cash,153.45,7.6725,6.5,04
A,Yangon,Normal,Male,Home and lifestyle,12.44,9,117.558,2019-10-18,20:28,Cash,111.96,5.598,4.4,10
A,Mandalay,Normal,Male,Home and lifestyle,55.72,4,234.024,2019-04-03,20:18,Cash,222.88,11.144,8.5,04
C,Mandalay,Member,Female,Home and lifestyle,18.78,4,78.876,2019-04-03,15:51,Ewallet,75.12,3.756,8.5,04
A,Mandalay,Member,Male,Sports and travel,62.1,3,195.615,2019-09-28,12:20,Ewallet,186.3,9.315,7.3,09
B,Naypyitaw,Normal,Female,Health and beauty,10.06,8,84.504,2019-04-09,17:20,Ewallet,80.48,4.024,8.7,04
A,Mandalay,Normal,Male,Home and lifestyle,67.95,5,356.7375,2019-01-08,22:28,Credit card,339.75,16.9875,7.8,01
A,Yangon,Member,Male,Electronic accessories,59.09,10,620.445,2019-05-13,13:39,Ewallet,590.9,29.545,6.4,05
C,Naypyitaw,Normal,Female,Home and lifestyle,14.65,10,153.825,2019-04-15,16:13,Ewallet,146.5,7.325,4.6,04
A,Naypyitaw,Normal,Male,Fashion accessories,56.76,6,357.588,2019-04-10,22:44,Credit card,340.56,17.028,7.5,04
C,Naypyitaw,Member,Male,Health and beauty,10.53,7,77.3955,2019-07-02,22:32,Ewallet,73.71,3.6855,7.2,07
C,Mandalay,Normal,Male,Home and lifestyle,97.28,2,204.288,2019-08-01,15:54,Cash,194.56,9.728,5.5,08
C,Naypyitaw,Member,Male,Health and beauty,77.31,6,487.053,2019-08-04,11:15,Credit card,463.86,23.193,6.2,08
C,Mandalay,Member,Male,Food and beverages,83.02,4,348.684,2019-12-16,12:29,Credit card,332.08,16.604,9.1,12
C,Yangon,Member,Female,Home and lifestyle,57.37,8,481.908,2019-07-23,15:49,Credit card,458.96,22.948,7.3,07
C,Yangon,Member,Female,Electronic accessories,60.22,6,379.386,2019-05-17,18:14,Cash,361.32,18.066,9.0,05
B,Yangon,Member,Female,Fashion accessories,24.63,4,103.446,2019-10-03,22:42,Cash,98.52,4.926,5.1,10
B,Yangon,Normal,Male,Fashion accessories,16.65,9,157.3425,2019-02-02,08:01,Ewallet,149.85,7.4925,9.4,02
C,Naypyitaw,Normal,Male,Sports and travel,84.07,9,794.4615,2019-08-31,07:35,Credit card,756.63,37.8315,8.5,08
B,Yangon,Normal,Male,Home and lifestyle,17.53,10,184.065,2019-11-20,04:57,Ewallet,175.3,8.765,9.1,11
B,Naypyitaw,Member,Male,Sports and travel,25.91,5,136.0275,2019-10-26,12:13,Ewallet,129.55,6.4775,9.9,10
A,Yangon,Member,Male,Fashion accessories,63.31,7,465.3285,2019-12-07,10:42,Cash,443.17,22.1585,5.3,12
C,Yangon,Member,Female,Electronic accessories,93.04,3,293.076,2019-01-29,11:32,Credit card,279.12,13.956,6.1,01
A,Naypyitaw,Member,Male,Home and lifestyle,67.37,1,70.7385,2019-07-03,23:50,Credit card,67.37,3.3685,8.8,07
B,Naypyitaw,Member,Female,Home and lifestyle,55.53,1,58.3065,2019-02-14,18:30,Cash,55.53,2.7765,5.6,02
C,Yangon,Member,Female,Electronic accessories,42.27,7,310.6845,2019-05-18,01:45,Cash,295.89,14.7945,6.1,05
C,Naypyitaw,Member,Male,Electronic accessories,40.45,6,254.835,2019-12-29,09:09,Ewallet,242.7,12.135,9.9,12
B,Yangon,Member,Female,Home and lifestyle,67.41,10,707.805,2019-09-09,00:36,Cash,674.1,33.705,7.8,09
B,Mandalay,Member,Female,Food and beverages,70.75,8,594.3,2019-06-02,02:48,Credit card,566.0,28.3,9.0,06
C,Yangon,Member,Female,Home and lifestyle,10.54,8,88.536,2019-05-17,05:28,Credit card,84.32,4.216,5.2,05
C,Yangon,Member,Female,Sports and travel,16.85,6,106.155,2019-06-26,00:04,Ewallet,101.1,5.055,8.8,06
B,Naypyitaw,Normal,Male,Electronic accessories,87.05,3,274.2075,2019-11-03,03:42,Credit card,261.15,13.0575,5.2,11
C,Mandalay,Normal,Male,Food and beverages,13.15,4,55.23,2019-10-22,23:01,Credit card,52.6,2.63,8.2,10
C,Yangon,Member,Male,Fashion accessories,12.79,1,13.4295,2019-10-14,08:24,Ewallet,12.79,0.6395,6.2,10
C,Yangon,Normal,Female,Fashion accessories,60.38,8,507.192,2019-09-11,03:45,Cash,483.04,24.152,5.5,09
B,Mandalay,Normal,Female,Food and beverages,61.72,1,64.806,2019-04-05,04:52,Cash,61.72,3.086,9.3,04
C,Yangon,Normal,Male,Sports and travel,68.47,9,647.0415,2019-06-14,17:06,Ewallet,616.23,30.8115,7.0,06
C,Yangon,Normal,Female,Fashion accessories,99.67,6,627.921,2019-02-22,06:49,Ewallet,598.02,29.901,7.1,02
B,Naypyitaw,Member,Male,Food and beverages,92.18,8,774.312,2019-08-31,05:25,Cash,737.44,36.872,5.7,08
B,Naypyitaw,Normal,Male,Fashion accessories,48.81,6,307.503,2019-12-31,03:11,Credit card,292.86,14.643,4.3,12
C,Mandalay,Member,Male,Home and lifestyle,68.16,6,429.408,2019-05-07,12:36,Cash,408.96,20.448,4.9,05
B,Naypyitaw,Normal,Male,Fashion accessories,94.8,5,497.7,2019-12-22,16:56,Credit card,474.0,23.7,9.7,12
C,Yangon,Normal,Male,Food and beverages,60.5,5,317.625,2019-06-20,14:17,Ewallet,302.5,15.125,8.9,06
A,Mandalay,Normal,Female,Sports and travel,60.44,7,444.234,2019-10-19,02:18,Ewallet,423.08,21.154,7.1,10
B,Mandalay,Member,Female,Sports and travel,15.24,10,160.02,2019-02-10,11:15,Cash,152.4,7.62,9.4,02
A,Mandalay,Normal,Female,Sports and travel,74.08,9,700.056,2019-12-17,12:04,Ewallet,666.72,33.336,8.3,12
B,Mandalay,Member,Male,Sports and travel,93.03,4,390.726,2019-01-10,09:38,Cash,372.12,18.606,8.5,01
A,Mandalay,Normal,Female,Food and beverages,25.36,6,159.768,2019-05-03,07:38,Cash,152.16,7.608,7.2,05
C,Yangon,Normal,Female,Food and beverages,64.88,8,544.992,2019-05-21,21:22,Credit card,519.04,25.952,9.8,05
B,Naypyitaw,Normal,Female,Sports and travel,30.02,3,94.563,2019-01-27,11:04,Credit card,90.06,4.503,5.0,01
C,Naypyitaw,Member,Male,Health and beauty,64.86,3,204.309,2019-07-09,10:03,Credit card,194.58,9.729,6.3,07
C,Naypyitaw,Normal,Female,Home and lifestyle,21.21,6,133.623,2019-12-29,08:01,Ewallet,127.26,6.363,6.6,12
C,Mandalay,Member,Female,Sports and travel,57.61,1,60.4905,2019-06-20,18:29,Cash,57.61,2.8805,4.1,06
C,Naypyitaw,Member,Male,Health and beauty,93.36,1,98.028,2019-05-06,18:03,Credit card,93.36,4.668,4.9,05
A,Mandalay,Normal,Female,Food and beverages,90.42,7,664.587,2019-12-09,23:34,Ewallet,632.94,31.647,5.3,12
C,Mandalay,Normal,Male,Home and lifestyle,56.44,2,118.524,2019-07-16,07:27,Credit card,112.88,5.644,8.8,07
C,Yangon,Member,Male,Home and lifestyle,41.21,9,389.4345,2019-02-03,00:09,Credit card,370.89,18.5445,8.4,02
B,Mandalay,Member,Female,Food and beverages,84.09,4,353.178,2019-11-22,11:36,Cash,336.36,16.818,7.2,11
C,Mandalay,Member,Male,Home and lifestyle,24.75,8,207.9,2019-11-21,18:36,Ewallet,198.0,9.9,5.6,11
C,Mandalay,Member,Male,Health and beauty,64.46,8,541.464,2019-08-31,11:00,Cash,515.68,25.784,6.4,08
A,Naypyitaw,Normal,Male,Electronic accessories,43.56,3,137.214,2019-05-19,16:19,Credit card,130.68,6.534,5.4,05
C,Naypyitaw,Member,Female,Sports and travel,24.32,6,153.216,2019-10-17,12:26,Cash,145.92,7.296,9.6,10
C,Yangon,Member,Female,Electronic accessories,97.55,6,614.565,2019-06-14,20:27,Cash,585.3,29.265,7.6,06
B,Yangon,Member,Female,Food and beverages,76.67,2,161.007,2019-10-25,11:58,Ewallet,153.34,7.667,8.3,10
B,Yangon,Normal,Female,Electronic accessories,76.92,7,565.362,2019-04-02,17:14,Credit card,538.44,26.922,7.0,04
B,Yangon,Normal,Female,Home and lifestyle,42.97,7,315.8295,2019-01-03,06:31,Ewallet,300.79,15.0395,7.8,01
B,Yangon,Normal,Male,Electronic accessories,30.73,1,32.2665,2019-04-23,19:38,Credit card,30.73,1.5365,9.2,04
A,Yangon,Member,Male,Health and beauty,51.49,1,54.0645,2019-10-15,15:31,Ewallet,51.49,2.5745,4.7,10
A,Yangon,Normal,Female,Sports and travel,50.72,1,53.256,2019-08-11,03:39,Credit card,50.72,2.536,5.2,08
C,Yangon,Normal,Female,Fashion accessories,36.09,6,227.367,2019-03-16,22:38,Credit card,216.54,10.827,5.7,03
B,Mandalay,Member,Female,Home and lifestyle,73.03,2,153.363,2019-03-17,05:36,Credit card,146.06,7.303,5.3,03
A,Yangon,Member,Female,Fashion accessories,35.26,8,296.184,2019-03-21,01:12,Credit card,282.08,14.104,7.9,03
A,Naypyitaw,Member,Female,Home and lifestyle,82.8,5,434.7,2019-01-03,10:23,Cash,414.0,20.7,8.8,01
B,Yangon,Member,Male,Health and beauty,86.53,7,635.9955,2019-01-14,08:53,Ewallet,605.71,30.2855,4.7,01
A,Naypyitaw,Normal,Male,Health and beauty,30.42,4,127.764,2019-10-06,03:11,Cash,121.68,6.084,9.4,10
B,Mandalay,Member,Female,Electronic accessories,72.5,5,380.625,2019-05-28,12:22,Cash,362.5,18.125,6.8,05
A,Yangon,Member,Female,Electronic accessories,18.84,3,59.346,2019-08-25,05:03,Cash,56.52,2.826,5.7,08
A,Mandalay,Member,Female,Food and beverages,62.76,7,461.286,2019-10-07,08:43,Ewallet,439.32,21.966,7.4,10
B,Yangon,Member,Male,Sports and travel,35.58,3,112.077,2019-05-07,23:41,Cash,106.74,5.337,6.2,05
C,Mandalay,Member,Male,Electronic accessories,90.58,3,285.327,2019-12-26,17:14,Cash,271.74,13.587,7.1,12
A,Yangon,Member,Female,Home and lifestyle,82.49,3,259.8435,2019-08-07,22:58,Credit card,247.47,12.3735,8.6,08
C,Naypyitaw,Member,Female,Food and beverages,25.73,10,270.165,2019-10-07,07:00,Cash,257.3,12.865,9.1,10
A,Naypyitaw,Normal,Female,Health and beauty,41.3,3,130.095,2019-10-03,02:40,Credit card,123.9,6.195,7.0,10
A,Mandalay,Normal,Female,Fashion accessories,93.05,4,390.81,2019-02-22,19:30,Credit card,372.2,18.61,4.3,02
A,Naypyitaw,Member,Male,Home and lifestyle,59.29,7,435.7815,2019-04-09,01:11,Cash,415.03,20.7515,6.6,04
A,Naypyitaw,Normal,Male,Health and beauty,24.31,2,51.051,2019-08-20,14:39,Cash,48.62,2.431,8.9,08
A,Yangon,Member,Male,Health and beauty,25.78,4,108.276,2019-04-17,13:47,Cash,103.12,5.156,8.3,04
B,Yangon,Member,Male,Sports and travel,58.76,9,555.282,2019-11-25,08:39,Ewallet,528.84,26.442,7.7,11
B,Mandalay,Member,Female,Health and beauty,98.71,6,621.873,2019-03-23,10:06,Credit card,592.26,29.613,4.3,03
B,Naypyitaw,Member,Female,Home and lifestyle,59.26,3,186.669,2019-08-10,13:58,Credit card,177.78,8.889,5.3,08
A,Naypyitaw,Member,Male,Health and beauty,58.48,9,552.636,2019-01-02,15:40,Credit card,526.32,26.316,6.6,01
B,Mandalay,Normal,Male,Food and beverages,56.65,10,594.825,2019-10-03,07:43,Cash,566.5,28.325,5.3,10
C,Naypyitaw,Member,Female,Fashion accessories,86.64,7,636.804,2019-02-22,17:40,Credit card,606.48,30.324,5.5,02
B,Yangon,Normal,Female,Electronic accessories,30.89,2,64.869,2019-11-25,23:17,Cash,61.78,3.089,4.4,11
C,Naypyitaw,Normal,Female,Home and lifestyle,24.34,10,255.57,2019-01-19,21:14,Credit card,243.4,12.17,4.9,01
A,Yangon,Member,Male,Electronic accessories,60.7,5,318.675,2019-02-01,11:28,Ewallet,303.5,15.175,8.9,02
C,Naypyitaw,Member,Male,Health and beauty,27.76,9,262.332,2019-10-08,19:17,Credit card,249.84,12.492,6.0,10
B,Yangon,Normal,Male,Electronic accessories,72.72,3,229.068,2019-08-07,11:01,Ewallet,218.16,10.908,8.9,08
B,Yangon,Normal,Female,Health and beauty,14.8,3,46.62,2019-03-12,19:57,Credit card,44.4,2.22,5.5,03
C,Yangon,Member,Male,Home and lifestyle,90.88,2,190.848,2019-06-14,14:33,Credit card,181.76,9.088,5.1,06
A,Naypyitaw,Normal,Male,Fashion accessories,96.21,9,909.1845,2019-05-14,11:54,Cash,865.89,43.2945,6.2,05
A,Naypyitaw,Normal,Female,Health and beauty,93.16,2,195.636,2019-02-10,10:23,Ewallet,186.32,9.316,5.8,02
B,Yangon,Member,Male,Electronic accessories,78.86,4,331.212,2019-06-18,19:57,Cash,315.44,15.772,4.1,06
C,Yangon,Normal,Male,Home and lifestyle,47.68,9,450.576,2019-09-14,20:33,Credit card,429.12,21.456,4.2,09
C,Mandalay,Normal,Female,Home and lifestyle,70.93,2,148.953,2019-03-23,16:12,Ewallet,141.86,7.093,8.3,03
A,Naypyitaw,Normal,Female,Sports and travel,85.14,3,268.191,2019-12-10,16:52,Ewallet,255.42,12.771,9.9,12
A,Yangon,Member,Male,Fashion accessories,68.33,9,645.7185,2019-11-10,23:44,Cash,614.97,30.7485,8.5,11
B,Mandalay,Normal,Male,Health and beauty,42.42,2,89.082,2019-01-30,17:31,Cash,84.84,4.242,9.2,01
B,Yangon,Normal,Female,Health and beauty,62.3,4,261.66,2019-09-25,12:07,Ewallet,249.2,12.46,9.3,09
A,Yangon,Member,Male,Fashion accessories,72.15,4,303.03,2019-03-22,11:53,Credit card,288.6,14.43,4.9,03
B,Yangon,Member,Female,Food and beverages,30.06,7,220.941,2019-04-29,13:54,Ewallet,210.42,10.521,5.5,04
C,Mandalay,Member,Male,Health and beauty,64.4,4,270.48,2019-11-22,03:11,Credit card,257.6,12.88,4.4,11
B,Yangon,Normal,Male,Home and lifestyle,48.95,7,359.7825,2019-03-24,23:05,Credit card,342.65,17.1325,8.0,03
A,Yangon,Normal,Female,Home and lifestyle,42.07,5,220.8675,2019-10-04,08:48,Ewallet,210.35,10.5175,5.3,10
B,Mandalay,Member,Female,Sports and travel,49.95,7,367.1325,2019-03-03,23:28,Cash,349.65,17.4825,9.7,03
B,Naypyitaw,Normal,Female,Electronic accessories,46.03,5,241.6575,2019-05-13,02:03,Credit card,230.15,11.5075,5.2,05
B,Mandalay,Normal,Female,Sports and travel,63.18,6,398.034,2019-03-03,04:35,Credit card,379.08,18.954,8.3,03
C,Yangon,Normal,Female,Home and lifestyle,87.45,1,91.8225,2019-02-21,16:15,Credit card,87.45,4.3725,8.6,02
B,Naypyitaw,Normal,Male,Sports and travel,39.1,3,123.165,2019-05-31,02:12,Credit card,117.3,5.865,6.2,05
A,Yangon,Member,Male,Food and beverages,14.35,4,60.27,2019-10-23,23:16,Ewallet,57.4,2.87,7.1,10
C,Mandalay,Normal,Male,Fashion accessories,35.38,7,260.043,2019-01-13,15:15,Ewallet,247.66,12.383,7.8,01
A,Naypyitaw,Member,Female,Food and beverages,29.13,1,30.5865,2019-07-18,10:55,Ewallet,29.13,1.4565,9.9,07
A,Yangon,Normal,Female,Fashion accessories,55.42,10,581.91,2019-02-05,15:47,Ewallet,554.2,27.71,6.3,02
C,Naypyitaw,Member,Male,Sports and travel,26.48,7,194.628,2019-04-04,17:36,Credit card,185.36,9.268,9.4,04
B,Mandalay,Member,Male,Sports and travel,42.63,2,89.523,2019-09-11,22:13,Credit card,85.26,4.263,6.5,09
C,Yangon,Normal,Female,Fashion accessories,92.2,6,580.86,2019-12-17,02:59,Credit card,553.2,27.66,8.5,12
C,Naypyitaw,Normal,Male,Home and lifestyle,12.82,10,134.61,2019-04-01,06:43,Credit card,128.2,6.41,6.3,04
B,Yangon,Normal,Female,Sports and travel,95.92,6,604.296,2019-08-17,11:47,Ewallet,575.52,28.776,8.4,08
B,Yangon,Member,Female,Health and beauty,59.0,10,619.5,2019-04-13,11:11,Cash,590.0,29.5,8.1,04
A,Mandalay,Normal,Female,Home and lifestyle,65.93,5,346.1325,2019-06-16,03:20,Credit card,329.65,16.4825,8.1,06
A,Yangon,Member,Female,Food and beverages,64.05,7,470.7675,2019-06-22,23:45,Credit card,448.35,22.4175,6.4,06
B,Mandalay,Member,Male,Home and lifestyle,24.14,7,177.429,2019-05-27,20:19,Credit card,168.98,8.449,6.9,05
C,Naypyitaw,Member,Male,Fashion accessories,83.04,4,348.768,2019-07-11,05:53,Credit card,332.16,16.608,7.0,07
B,Yangon,Normal,Female,Sports and travel,54.67,6,344.421,2019-07-19,07:12,Ewallet,328.02,16.401,7.0,07
C,Naypyitaw,Member,Female,Home and lifestyle,60.76,3,191.394,2019-05-28,17:41,Ewallet,182.28,9.114,4.3,05
C,Naypyitaw,Normal,Female,Fashion accessories,63.51,9,600.1695,2019-06-13,14:08,Cash,571.59,28.5795,7.8,06
A,Naypyitaw,Normal,Female,Home and lifestyle,29.91,8,251.244,2019-04-05,20:39,Ewallet,239.28,11.964,9.8,04
B,Naypyitaw,Normal,Female,Health and beauty,21.04,6,132.552,2019-11-15,20:36,Cash,126.24,6.312,4.7,11
B,Naypyitaw,Normal,Female,Home and lifestyle,18.32,9,173.124,2019-05-11,23:57,Ewallet,164.88,8.244,7.8,05
C,Naypyitaw,Member,Female,Food and beverages,82.71,1,86.8455,2019-01-13,18:08,Ewallet,82.71,4.1355,9.0,01
C,Naypyitaw,Member,Female,Health and beauty,55.7,7,409.395,2019-09-09,00:15,Cash,389.9,19.495,4.2,09
A,Mandalay,Normal,Female,Electronic accessories,77.74,9,734.643,2019-10-17,14:12,Cash,699.66,34.983,8.7,10
C,Mandalay,Normal,Female,Electronic accessories,56.52,3,178.038,2019-05-02,06:04,Ewallet,169.56,8.478,8.4,05
B,Mandalay,Member,Male,Health and beauty,83.05,1,87.2025,2019-09-26,12:55,Credit card,83.05,4.1525,9.0,09
B,Naypyitaw,Normal,Female,Electronic accessories,93.27,1,97.9335,2019-06-06,15:35,Cash,93.27,4.6635,4.4,06
B,Yangon,Normal,Female,Food and beverages,61.26,7,450.261,2019-11-09,19:11,Ewallet,428.82,21.441,9.4,11
B,Mandalay,Normal,Female,Fashion accessories,46.53,7,341.9955,2019-08-21,23:07,Ewallet,325.71,16.2855,9.4,08
A,Mandalay,Member,Male,Fashion accessories,69.15,6,435.645,2019-01-19,02:10,Ewallet,414.9,20.745,8.9,01
C,Mandalay,Normal,Female,Food and beverages,25.06,7,184.191,2019-06-12,02:35,Cash,175.42,8.771,7.6,06
A,Naypyitaw,Member,Male,Sports and travel,14.64,7,107.604,2019-04-26,19:03,Cash,102.48,5.124,5.3,04
B,Mandalay,Member,Male,Food and beverages,77.02,7,566.097,2019-04-06,01:08,Cash,539.14,26.957,9.8,04
B,Yangon,Normal,Male,Food and beverages,48.78,8,409.752,2019-02-02,09:46,Credit card,390.24,19.512,5.6,02
B,Naypyitaw,Normal,Male,Electronic accessories,52.43,3,165.1545,2019-12-10,16:54,Cash,157.29,7.8645,8.2,12
A,Naypyitaw,Member,Male,Electronic accessories,18.98,7,139.503,2019-09-19,11:48,Cash,132.86,6.643,7.2,09
C,Yangon,Member,Male,Sports and travel,23.8,9,224.91,2019-06-13,13:52,Credit card,214.2,10.71,5.9,06
B,Yangon,Member,Female,Electronic accessories,48.06,6,302.778,2019-04-14,22:23,Ewallet,288.36,14.418,4.6,04
B,Naypyitaw,Normal,Female,Home and lifestyle,25.41,4,106.722,2019-12-23,07:24,Cash,101.64,5.082,8.7,12
A,Mandalay,Normal,Female,Sports and travel,43.5,3,137.025,2019-03-01,14:11,Cash,130.5,6.525,8.6,03
A,Yangon,Normal,Male,Sports and travel,10.85,1,11.3925,2019-07-26,01:37,Credit card,10.85,0.5425,8.8,07
